PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
471,0,1,Person_470,female,1.0,1,0,94.38,C
472,1,3,Person_471,female,41.270379037041096,1,0,20.63,Q
473,0,3,Person_472,female,7.139094885813968,0,0,12.21,S
474,1,3,Person_473,male,50.04787759800598,0,0,46.52,S
475,0,1,Person_474,male,24.378318684469697,0,0,22.05,S
476,1,3,Person_475,male,26.036662252963524,1,1,11.88,S
477,0,3,Person_476,male,20.21172531481692,0,2,53.48,S
478,0,1,Person_477,male,24.967455765090932,0,0,64.59,S
479,1,1,Person_478,female,48.85943883207251,0,2,35.77,C
480,0,3,Person_479,male,1.0,0,0,1.54,S
481,1,1,Person_480,female,46.87751540523463,0,0,26.73,S
482,1,3,Person_481,male,33.73232873542391,0,1,46.11,S
483,0,3,Person_482,male,12.101696929998983,0,0,4.7,S
484,1,2,Person_483,male,13.94562649731067,3,0,8.31,S
485,0,3,Person_484,male,,0,0,68.52,C
486,1,2,Person_485,female,15.762903680801763,0,1,0.65,S
487,0,3,Person_486,male,12.85309285165657,0,1,44.71,S
488,0,2,Person_487,male,44.92240359310621,1,0,20.54,S
489,1,3,Person_488,male,,0,0,18.94,S
490,1,1,Person_489,male,15.869041928490416,0,0,0.23,C
491,0,2,Person_490,male,32.03274965566467,0,0,54.77,S
492,1,3,Person_491,female,,0,0,14.27,C
493,0,2,Person_492,female,44.41149957791647,0,1,24.9,S
494,0,3,Person_493,male,43.85919350822387,1,0,36.19,S
495,0,2,Person_494,female,,1,0,38.81,S
496,0,3,Person_495,male,34.06325485745823,0,0,99.94,S
497,0,1,Person_496,male,53.656633748143236,0,0,24.25,S
498,0,3,Person_497,male,28.995608583435153,2,2,16.33,C
499,1,3,Person_498,male,12.453762244108784,0,0,98.33,S
500,1,1,Person_499,male,,1,0,32.88,S
501,1,1,Person_500,male,,0,0,11.33,S
502,0,1,Person_501,male,,2,0,4.33,S
503,0,3,Person_502,male,,1,0,59.16,S
504,1,2,Person_503,male,34.830244533420334,2,0,14.39,S
505,1,3,Person_504,female,28.245332113919652,0,0,34.57,S
506,0,2,Person_505,male,15.247749874717595,0,0,20.37,S
507,1,2,Person_506,male,44.706009987226594,2,0,7.1,S
508,1,3,Person_507,male,,0,0,29.46,S
509,1,3,Person_508,male,31.745840426334702,0,2,2.0,S
510,1,1,Person_509,male,16.343043943695996,1,0,17.07,S
511,0,1,Person_510,male,7.31455264925135,1,0,25.31,Q
512,0,1,Person_511,male,32.611663737096535,2,0,18.33,S
513,1,3,Person_512,male,44.45428280642761,0,0,44.19,S
514,1,3,Person_513,male,35.65234845093534,1,0,56.31,S
515,0,3,Person_514,male,28.966346227136047,1,0,47.2,S
516,0,3,Person_515,male,20.750196874949715,0,0,1.27,C
517,0,3,Person_516,male,13.709709141946744,0,0,6.91,S
518,1,3,Person_517,male,40.68651856854835,0,0,24.61,Q
519,1,3,Person_518,female,41.7928026993982,0,1,87.38,C
520,0,1,Person_519,male,7.359782986329737,3,0,57.65,S
521,0,1,Person_520,male,51.257745694529575,0,0,59.15,S
522,0,2,Person_521,male,37.03699709251602,1,0,11.56,S
523,1,1,Person_522,female,48.59432503204111,3,0,17.96,S
524,1,3,Person_523,male,10.21021152120839,0,0,20.36,S
525,1,3,Person_524,male,9.878461824183855,1,1,5.48,S
526,0,1,Person_525,male,,0,0,1.01,S
527,0,1,Person_526,male,36.03898197653272,1,1,93.94,S
528,0,3,Person_527,male,54.149051520977494,0,0,8.81,S
529,0,3,Person_528,male,38.88510479341184,2,0,8.78,C
530,1,2,Person_529,female,,0,0,2.79,S
531,1,3,Person_530,male,14.63083109267751,0,2,84.42,C
532,1,1,Person_531,female,46.2200080180681,1,0,27.74,S
533,1,1,Person_532,female,15.494124039489993,0,0,35.19,S
534,0,3,Person_533,male,51.7985597668125,0,0,77.62,S
535,1,3,Person_534,male,25.01861490550887,0,0,13.57,S
536,1,1,Person_535,male,51.2681490166499,1,0,31.09,S
537,1,3,Person_536,male,38.5050380608299,0,2,1.27,S
538,0,3,Person_537,male,,0,2,6.62,C
539,0,3,Person_538,female,21.728450794434227,0,0,56.94,S
540,0,3,Person_539,female,,0,2,46.58,S
541,1,3,Person_540,male,34.99643369325332,0,0,13.82,C
542,0,3,Person_541,male,30.080190947048035,0,0,15.13,S
543,0,3,Person_542,female,,0,0,24.4,S
544,1,1,Person_543,female,,0,0,0.01,S
545,0,1,Person_544,female,,0,2,8.83,C
546,0,2,Person_545,male,1.0,1,0,7.47,S
547,0,3,Person_546,male,35.41435360704178,0,0,9.23,S
548,1,1,Person_547,male,15.283902853964705,0,0,52.46,S
549,0,3,Person_548,male,,0,0,10.5,C
550,1,3,Person_549,male,,0,0,6.8,S
551,0,1,Person_550,male,,1,2,22.45,
552,1,3,Person_551,female,,0,1,64.23,S
553,0,2,Person_552,male,19.073706593173135,0,1,8.84,C
554,0,3,Person_553,male,56.34562792537196,0,0,2.62,S
555,1,1,Person_554,male,21.637684537467145,1,0,14.1,S
556,0,3,Person_555,male,,0,0,44.06,C
557,0,3,Person_556,male,34.606739411088604,0,0,25.6,S
558,0,3,Person_557,male,30.83491260702188,0,0,54.31,S
559,1,3,Person_558,female,27.91579154983609,3,0,102.68,S
560,1,3,Person_559,male,12.265887309610576,0,0,50.35,S
561,1,3,Person_560,male,,0,0,29.63,S
562,0,3,Person_561,male,54.30075301093039,1,0,21.76,S
563,0,3,Person_562,female,5.442778282282401,1,0,1.31,S
564,0,1,Person_563,female,14.663599727590686,0,0,132.98,S
565,0,3,Person_564,female,25.082655206721917,1,2,15.48,S
566,0,3,Person_565,male,15.496470871257321,1,0,5.28,S
567,0,3,Person_566,male,36.083517748382114,0,1,35.16,S
568,0,1,Person_567,male,18.804189166307417,0,0,10.7,S
569,1,3,Person_568,male,59.31078494929243,0,0,28.2,S
570,0,2,Person_569,female,45.66768032081035,2,0,28.28,Q
571,0,3,Person_570,male,31.97603642885101,1,1,18.88,S
572,1,1,Person_571,female,43.37780768647625,0,1,57.88,C
573,0,3,Person_572,female,,1,0,9.85,C
574,1,3,Person_573,male,21.104735167184593,0,0,19.05,C
575,1,1,Person_574,female,17.572958576412493,0,0,24.69,S
576,1,3,Person_575,male,30.094002881575065,0,0,34.86,C
577,0,2,Person_576,male,41.06290574297122,0,2,49.04,C
578,1,3,Person_577,male,30.946845581147848,1,0,16.07,S
579,0,3,Person_578,male,,0,0,33.23,S
580,0,3,Person_579,male,17.760457784688207,1,0,5.22,S
581,0,3,Person_580,male,,0,0,86.33,S
582,1,3,Person_581,male,27.940681539438376,0,0,15.46,S
583,0,2,Person_582,male,,3,0,41.84,S
584,0,2,Person_583,male,9.596168806414028,0,0,0.66,S
585,1,3,Person_584,male,36.07824938570224,0,0,7.35,S
586,0,3,Person_585,male,49.84758351659605,0,0,21.36,S
587,0,3,Person_586,male,60.800296435919144,1,1,67.39,S
588,0,3,Person_587,female,23.338436075424543,0,0,23.97,C
589,0,2,Person_588,female,35.8800123380828,0,0,85.04,S
590,0,3,Person_589,female,36.976645000781055,0,0,21.16,S
591,0,1,Person_590,female,,0,0,21.58,S
592,1,3,Person_591,male,27.616167182649715,1,0,4.08,S
593,0,1,Person_592,female,,0,0,51.93,C
594,0,2,Person_593,male,1.0,0,0,9.08,Q
595,1,2,Person_594,male,38.54897286087684,0,2,73.56,S
596,0,2,Person_595,female,30.76649065126754,0,0,77.35,Q
597,1,3,Person_596,male,25.885351445104284,2,0,91.85,S
598,0,2,Person_597,female,57.65607074007381,0,0,23.5,S
599,0,2,Person_598,female,,3,0,36.17,S
600,0,1,Person_599,female,23.35693615308957,0,0,48.24,C
601,0,2,Person_600,female,56.88174623086628,0,1,4.49,S
602,0,1,Person_601,male,17.351141732102008,1,0,29.4,S
603,0,1,Person_602,male,21.298386038888456,0,0,1.12,C
604,0,3,Person_603,male,26.9416440719681,1,0,22.03,S
605,0,3,Person_604,male,40.77028274981369,3,0,5.38,S
606,0,3,Person_605,male,31.909235102946386,0,0,6.46,C
607,0,3,Person_606,female,10.903245139868325,0,0,14.53,S
608,0,2,Person_607,female,21.549640116219347,1,0,18.12,S
609,0,3,Person_608,male,,0,0,31.23,S
610,1,3,Person_609,male,27.91890536687736,0,0,2.48,S
611,0,3,Person_610,male,34.96181122081761,0,2,22.42,S
612,1,1,Person_611,male,34.85488058243161,0,0,6.45,S
613,1,2,Person_612,female,,1,1,27.3,S
614,0,2,Person_613,male,43.895173825851984,0,1,32.46,S
615,1,2,Person_614,male,32.53596384395273,0,0,26.03,C
616,1,3,Person_615,male,48.38344866631469,0,0,42.9,Q
617,0,3,Person_616,male,35.21877658206941,0,0,13.08,S
618,0,3,Person_617,male,,0,0,46.36,S
619,1,3,Person_618,male,35.53163436030178,1,0,18.14,C
620,1,3,Person_619,male,47.84716058683847,0,1,21.18,S
621,0,3,Person_620,male,36.311508904248896,1,2,33.42,S
622,0,3,Person_621,male,27.629186549799343,1,0,0.59,Q
623,0,1,Person_622,female,,0,0,33.96,C
624,0,1,Person_623,male,41.44651971191849,0,0,30.84,C
625,0,1,Person_624,male,,0,1,11.87,S
626,0,3,Person_625,male,11.131738168463297,0,0,2.87,S
627,0,3,Person_626,female,10.963693355510472,1,0,3.05,S
628,1,2,Person_627,male,33.098016749985945,1,0,82.14,S
629,0,3,Person_628,female,31.037296768755372,0,0,37.4,S
630,0,1,Person_629,male,20.402284089883572,0,2,4.35,S
631,1,3,Person_630,male,30.97375779456884,2,0,14.12,C
632,1,2,Person_631,male,51.24077699261034,2,0,28.73,C
633,0,1,Person_632,male,38.73563464370418,0,2,57.77,S
634,0,3,Person_633,female,13.025880863461664,0,0,1.43,C
635,0,2,Person_634,male,,0,0,8.64,C
636,0,2,Person_635,male,17.730469268064148,2,0,70.56,S
637,0,2,Person_636,male,23.572201170280145,0,0,0.29,S
638,0,3,Person_637,male,23.209380681185003,0,0,7.2,S
639,0,3,Person_638,male,22.312961843543928,0,0,102.23,S
640,0,2,Person_639,male,11.428104792372473,0,0,30.41,S
641,0,3,Person_640,female,,0,0,9.71,S
642,0,3,Person_641,male,21.151493084137662,3,1,2.22,S
643,0,2,Person_642,male,1.0,0,1,0.92,S
644,0,2,Person_643,female,57.74160834302328,0,0,8.98,C
645,0,1,Person_644,male,,0,0,68.25,S
646,1,1,Person_645,female,23.731789851050056,0,0,17.21,C
647,0,3,Person_646,male,29.26346669636838,0,0,40.77,S
648,1,1,Person_647,female,12.596839137554134,0,1,80.14,S
649,1,3,Person_648,male,,0,0,16.78,Q
650,0,3,Person_649,female,55.562041726823566,0,0,6.79,S
651,0,1,Person_650,female,31.193712195451344,0,0,23.3,S
652,0,3,Person_651,male,43.32942901859482,0,0,76.38,C
653,0,2,Person_652,female,31.454014905074935,2,0,52.21,S
654,1,3,Person_653,male,10.285843855736971,2,0,2.18,S
655,0,3,Person_654,male,23.2344728345088,0,2,37.74,S
656,0,3,Person_655,male,,0,1,27.15,C
657,0,3,Person_656,male,22.63633193759178,1,0,76.16,S
658,0,1,Person_657,male,25.938854115909496,0,0,4.18,S
659,1,3,Person_658,male,27.720406194872396,1,2,24.44,S
660,0,3,Person_659,male,,2,0,67.71,S
661,0,3,Person_660,female,,0,0,16.89,C
662,1,3,Person_661,female,14.151529070447587,0,0,21.05,S
663,0,3,Person_662,male,18.96177391220889,2,1,2.34,S
664,0,1,Person_663,male,11.01582028020043,0,0,10.43,S
665,0,1,Person_664,male,42.68941769560681,0,0,12.55,C
666,0,3,Person_665,male,1.0,0,1,92.88,S
667,0,2,Person_666,male,45.15026480643696,0,2,10.63,C
668,0,3,Person_667,male,48.40889156167981,1,2,19.77,C
669,0,3,Person_668,male,24.7694717822433,1,0,35.6,S
670,0,2,Person_669,female,1.0,3,0,5.66,S
671,0,1,Person_670,male,,0,0,21.32,S
672,1,3,Person_671,male,28.10142174195653,0,0,42.93,C
673,0,2,Person_672,male,14.851624920995212,0,0,64.52,S
674,0,3,Person_673,male,21.7869424866846,0,0,31.49,S
675,0,2,Person_674,male,50.42273278408692,0,1,35.39,C
676,1,3,Person_675,male,38.308980272224375,3,0,4.32,S
677,0,1,Person_676,male,16.0561023987066,1,0,93.27,S
678,0,3,Person_677,male,6.633611625663949,0,0,4.55,S
679,1,3,Person_678,female,24.421757553463205,0,0,47.69,S
680,1,3,Person_679,female,26.011605089093866,0,0,9.84,C
681,1,1,Person_680,male,35.94678862308643,0,0,86.78,S
682,0,3,Person_681,male,,1,0,40.73,S
683,0,3,Person_682,male,,0,0,44.85,C
684,1,1,Person_683,male,56.09215656084321,3,0,7.91,S
685,1,1,Person_684,male,40.41701431421968,0,0,18.73,Q
686,0,1,Person_685,male,28.326760897369184,0,1,30.78,Q
687,0,3,Person_686,male,26.435893405253875,1,0,47.03,S
688,0,3,Person_687,male,24.006576121481803,0,0,3.51,S
689,1,3,Person_688,male,45.52897277433003,0,1,104.95,S
690,0,1,Person_689,female,20.21761175668176,0,0,70.7,S
691,0,2,Person_690,female,29.633117925999755,0,2,10.09,S
692,0,3,Person_691,female,29.716770626335194,1,1,55.37,S
693,0,3,Person_692,male,21.975021300638552,0,0,23.38,S
694,0,3,Person_693,female,9.785482329622589,1,2,19.83,C
695,0,1,Person_694,male,33.521643050647356,0,0,12.08,S
696,0,3,Person_695,female,,0,0,27.83,S
697,0,2,Person_696,male,36.00336657211198,1,0,41.89,S
698,0,2,Person_697,female,21.529595709851662,0,0,16.93,Q
699,0,3,Person_698,male,46.09149818338267,0,2,31.75,S
700,0,3,Person_699,female,16.72516706303417,0,0,38.45,C
701,0,3,Person_700,female,52.96856397625049,0,0,39.74,S
702,0,1,Person_701,male,4.5330888624043375,0,0,1.71,S
703,0,1,Person_702,male,35.08678090379647,0,0,62.86,S
704,0,3,Person_703,female,35.656029555372726,0,0,19.61,S
705,0,3,Person_704,male,,0,0,9.74,S
706,1,2,Person_705,female,,2,1,8.86,S
707,0,1,Person_706,male,46.913261376642225,0,0,21.11,S
708,1,1,Person_707,male,1.0,1,1,69.72,Q
709,0,3,Person_708,male,36.038427304871405,0,0,15.21,S
710,1,1,Person_709,male,,0,1,44.33,Q
711,1,2,Person_710,female,15.480692750675088,1,0,3.26,S
712,0,1,Person_711,male,,0,0,20.68,S
713,0,2,Person_712,male,20.855051532511244,1,0,153.27,S
714,0,1,Person_713,male,12.565680498274382,0,1,47.09,S
715,0,3,Person_714,male,26.228871794214456,0,0,7.56,S
716,1,1,Person_715,female,,0,2,22.27,S
717,1,3,Person_716,female,3.3564485391156325,0,0,8.51,S
718,1,1,Person_717,male,14.281661237049176,1,0,16.86,C
719,0,3,Person_718,female,49.96404356451477,0,0,48.46,S
720,1,3,Person_719,female,55.00783280952825,2,2,47.2,C
721,1,3,Person_720,male,27.551962859936026,2,0,8.28,S
722,0,3,Person_721,female,11.653262164627005,0,1,81.73,S
723,0,2,Person_722,male,58.341809025328224,0,1,28.73,S
724,1,2,Person_723,male,51.32219348448875,1,0,15.29,S
725,0,3,Person_724,female,38.50525782867126,2,0,22.3,S
726,1,3,Person_725,male,17.626367114876118,0,0,29.73,S
727,0,3,Person_726,female,28.313589228267485,0,0,26.26,S
728,1,3,Person_727,female,,0,1,21.32,S
729,0,3,Person_728,male,,1,0,22.5,S
730,0,3,Person_729,female,49.31402013383871,0,0,6.21,S
731,0,1,Person_730,male,41.311838575923645,1,1,53.61,S
732,1,3,Person_731,male,13.916734922213385,0,0,24.97,Q
733,1,3,Person_732,male,48.270950300273526,0,0,4.5,C
734,0,1,Person_733,female,33.38384996018417,0,0,46.5,S
735,0,3,Person_734,male,38.61892114202483,0,0,86.23,C
736,1,1,Person_735,male,49.531572029900445,0,0,94.18,C
737,0,3,Person_736,female,,0,1,14.74,S
738,1,1,Person_737,female,28.49844189810952,0,0,4.66,S
739,0,3,Person_738,female,,0,0,23.38,Q
740,0,3,Person_739,male,,0,0,3.82,S
741,0,2,Person_740,male,33.85393968646888,3,0,86.97,C
742,0,3,Person_741,male,64.16179172218193,0,0,6.49,S
743,1,3,Person_742,female,3.2389115769194596,0,2,9.32,S
744,0,3,Person_743,male,28.548071445307414,0,0,16.7,S
745,0,1,Person_744,male,37.96760109104683,3,0,15.46,S
746,1,2,Person_745,female,30.723094823186536,0,0,50.66,C
747,0,1,Person_746,male,,1,0,19.5,Q
748,0,3,Person_747,female,10.81097091175846,1,0,5.99,S
749,1,3,Person_748,female,32.25901440116229,0,0,9.95,S
750,1,3,Person_749,female,18.40530432177703,0,0,22.77,C
751,0,3,Person_750,male,,0,0,5.1,S
752,1,3,Person_751,male,45.72429108719223,0,0,30.27,S
753,1,3,Person_752,female,42.417401477788594,0,0,26.69,S
754,0,1,Person_753,female,29.723253675915117,1,2,40.14,C
755,0,3,Person_754,female,32.20704563487983,0,0,88.83,C
756,1,1,Person_755,male,44.04045217801786,1,0,77.87,S
757,1,3,Person_756,female,32.14075519489316,0,0,93.45,S
758,0,3,Person_757,female,41.6562457666584,1,0,8.98,Q
759,1,3,Person_758,female,24.8352491877661,0,0,4.51,S
760,1,1,Person_759,female,47.36777234003525,0,0,11.52,S
761,0,2,Person_760,female,33.49100016305758,0,0,72.15,S
762,0,2,Person_761,male,31.716727210482237,2,0,114.48,C
763,0,2,Person_762,male,11.21914475803155,0,0,62.76,S
764,1,1,Person_763,male,33.01738196022392,0,0,3.73,S
765,0,3,Person_764,male,17.352631155077685,0,0,94.26,S
766,0,3,Person_765,male,20.064041828601084,0,0,17.62,S
767,1,2,Person_766,male,17.584741203574303,0,0,0.3,S
768,1,2,Person_767,male,14.07271095341085,0,0,18.69,S
769,0,2,Person_768,male,58.74679964223746,0,0,1.51,S
770,1,3,Person_769,male,47.63874686783764,0,0,25.12,S
771,0,3,Person_770,female,55.88514503001966,0,1,13.23,S
772,1,3,Person_771,female,11.879469726222105,0,0,20.52,S
773,0,3,Person_772,male,29.997552498752494,1,0,30.39,Q
774,0,3,Person_773,female,10.89089324714266,0,0,64.99,C
775,1,3,Person_774,male,19.260271719241103,0,2,34.7,S
776,0,1,Person_775,male,16.14622223216795,0,0,18.22,C
777,0,3,Person_776,male,,3,0,54.77,S
778,1,1,Person_777,male,23.452784506575362,2,0,75.52,Q
779,1,3,Person_778,female,43.95731067171623,1,0,4.08,S
780,1,2,Person_779,female,37.45769245423925,0,0,24.29,S
781,1,3,Person_780,male,61.250942529467046,0,0,10.71,S
782,0,3,Person_781,male,8.287780876043865,0,2,1.54,S
783,0,3,Person_782,male,,0,2,35.34,Q
784,0,3,Person_783,male,45.05017218561019,0,0,63.56,S
785,0,2,Person_784,male,15.372696267621516,1,0,5.69,S
786,1,1,Person_785,male,43.099866710624234,1,2,53.55,S
787,0,2,Person_786,female,33.7060294823672,1,0,61.44,S
788,0,1,Person_787,female,25.81533236065229,0,0,78.64,S
789,0,3,Person_788,male,,1,0,9.86,S
790,1,2,Person_789,female,18.932467679711397,0,0,74.97,Q
791,0,3,Person_790,male,57.69736934100297,0,0,12.37,S
792,0,3,Person_791,male,,1,0,25.72,S
793,0,3,Person_792,male,39.94982002144043,0,0,1.66,Q
794,0,1,Person_793,male,17.927408656654258,0,0,1.44,S
795,0,3,Person_794,female,18.082058752897055,0,0,40.78,S
796,1,3,Person_795,male,44.147787329499195,1,0,18.81,S
797,1,3,Person_796,male,,1,1,9.48,C
798,0,3,Person_797,male,,0,0,6.76,S
799,1,3,Person_798,male,29.47638375501125,1,0,35.47,Q
800,1,1,Person_799,female,30.559216425760734,0,2,0.01,C
801,1,3,Person_800,male,26.492694009773814,0,2,52.46,S
802,0,2,Person_801,male,34.54147693534292,1,0,2.64,S
803,0,1,Person_802,male,38.69998058144936,1,0,6.8,S
804,0,2,Person_803,male,39.28492563643062,3,0,15.62,S
805,0,1,Person_804,male,15.198746678650426,0,1,21.23,C
806,1,1,Person_805,female,25.02182862899684,0,2,14.03,Q
807,1,1,Person_806,male,45.726680066277126,0,1,12.37,S
808,1,3,Person_807,female,,2,0,106.3,S
809,0,3,Person_808,female,9.779967679265106,0,0,32.83,S
810,0,3,Person_809,female,33.920718604930826,1,0,0.76,S
811,1,2,Person_810,male,1.3048465087526573,0,0,18.0,S
812,1,2,Person_811,male,29.657088628845173,0,0,66.54,S
813,0,3,Person_812,male,55.56873823444368,0,0,11.48,S
814,1,2,Person_813,female,15.729501958234192,0,0,3.18,S
815,1,1,Person_814,male,,0,0,45.45,S
816,0,3,Person_815,male,,1,0,29.81,C
817,0,1,Person_816,male,7.400778787064958,0,0,27.03,C
818,0,3,Person_817,male,,0,0,1.76,S
819,0,3,Person_818,male,37.35017592614454,0,0,4.84,S
820,0,1,Person_819,male,20.119998132348357,0,0,31.18,S
821,1,1,Person_820,female,25.6964201790464,0,0,7.46,S
822,0,3,Person_821,male,39.41859994441049,0,2,22.44,S
823,0,3,Person_822,male,34.90164516951186,0,0,25.19,C
824,0,1,Person_823,male,32.73545754813563,0,0,10.67,S
825,0,3,Person_824,male,24.25228809021946,0,0,94.87,S
826,1,1,Person_825,male,,0,0,59.14,S
827,0,3,Person_826,female,27.267742478603406,0,1,41.01,S
828,0,3,Person_827,male,35.40927853896099,0,0,2.6,S
829,1,1,Person_828,female,22.042951648348303,0,1,3.59,
830,0,1,Person_829,male,26.444034358686423,2,0,21.72,S
831,0,1,Person_830,male,,1,1,5.61,S
832,0,2,Person_831,female,28.509893459912696,1,0,122.52,S
833,0,1,Person_832,male,17.645987909196172,0,1,5.52,Q
834,0,3,Person_833,male,13.403349697732093,1,0,21.39,S
835,0,1,Person_834,male,32.62125606997543,1,0,14.49,S
836,0,3,Person_835,male,31.978356862007246,1,0,32.64,C
837,1,3,Person_836,female,,0,2,4.42,S
838,0,3,Person_837,male,22.964242025948614,0,0,18.01,S
839,0,3,Person_838,female,,1,0,10.28,S
840,1,2,Person_839,female,36.71116601183128,0,1,69.99,S
841,0,3,Person_840,male,35.22683330964233,0,0,1.33,S
842,1,3,Person_841,female,17.44084844077001,0,0,78.41,S
843,0,2,Person_842,male,31.091088751796644,0,0,57.27,S
844,1,1,Person_843,female,,0,0,11.3,S
845,0,3,Person_844,male,29.100498536711186,0,2,49.83,S
846,0,2,Person_845,female,,0,1,1.01,S
847,0,1,Person_846,male,31.24685473562872,0,0,109.03,S
848,1,2,Person_847,male,59.97543455156139,0,2,23.93,Q
849,0,2,Person_848,male,23.959450237402244,0,0,11.56,S
850,0,3,Person_849,female,18.806920630025502,0,0,14.41,S
851,0,3,Person_850,male,,1,0,2.2,S
852,1,3,Person_851,male,,1,0,145.35,S
853,0,1,Person_852,female,,0,0,1.28,S
854,1,2,Person_853,female,11.389845817275571,0,2,34.05,S
855,0,3,Person_854,female,39.239323536049895,0,1,18.71,S
856,0,1,Person_855,female,37.265908857520486,1,0,95.18,S
857,0,2,Person_856,female,27.009948482832353,0,0,9.04,C
858,0,3,Person_857,female,33.74162245090366,0,0,24.3,S
859,0,1,Person_858,male,43.412404742377,0,2,21.07,S
860,0,3,Person_859,male,41.21241532039831,0,1,38.83,S
861,1,1,Person_860,female,12.9977296309678,1,0,2.25,S
862,0,1,Person_861,male,40.48221461457678,1,1,6.89,S
863,0,2,Person_862,male,,0,0,7.73,S
864,0,3,Person_863,male,30.020237372217217,0,0,42.88,S
865,0,3,Person_864,female,30.024757874023724,0,0,6.71,C
866,0,3,Person_865,male,26.89659815682436,0,0,27.27,C
867,0,3,Person_866,male,,0,0,7.76,S
868,0,1,Person_867,male,27.827948562111033,0,0,63.29,S
869,1,3,Person_868,male,13.326354202635638,0,0,91.22,C
870,1,3,Person_869,male,,0,0,23.39,S
871,0,3,Person_870,male,31.501726035346657,2,0,13.9,S
872,0,1,Person_871,male,46.209006980158705,0,0,8.53,S
873,1,3,Person_872,female,,1,0,1.63,S
874,0,1,Person_873,male,,1,2,10.01,S
875,0,2,Person_874,female,63.79265883350448,0,0,33.98,S
876,0,3,Person_875,female,32.70685435369172,1,0,24.41,S
877,1,3,Person_876,male,46.85547033198621,0,0,92.26,S
878,1,2,Person_877,female,26.875997929918793,0,1,16.15,C
879,0,2,Person_878,male,,0,2,37.88,S
880,0,3,Person_879,female,40.752559063257664,3,0,21.5,S
881,0,3,Person_880,male,46.05472596455958,0,0,23.0,S
882,1,3,Person_881,female,,0,2,9.97,S
883,0,3,Person_882,male,41.21075800102169,2,0,19.42,C
884,0,3,Person_883,male,24.58878576328248,0,0,20.36,S
885,1,2,Person_884,male,20.99555541261514,1,0,39.24,S
886,0,3,Person_885,female,,1,0,90.37,S
887,1,2,Person_886,female,42.06379301277497,1,0,12.78,S
888,0,2,Person_887,male,25.881910189127503,3,0,1.38,S
889,0,3,Person_888,male,43.91240752000141,3,0,21.94,S
890,0,1,Person_889,male,,0,2,25.16,S
891,1,3,Person_890,female,16.171507132972124,1,0,5.9,S
